longitude,latitude,revision,SO2,H2CO,PM2.5,TEMP,CFCs,NOx,PRES,warning,CO,Pb,O3,PAHs,C2H3NO5,PM10,NH3,CH4
-76.70944,-11.94306,1349481600000000000,11.24573,42.90396,8.92771,15.91473,60.07986,7.58642,1185.44507,1.0,6.51592,47.86499,7.59642,9.24422,0.68685,6.10092,6.9542,6.70348
-76.70944,-11.94306,1349481600000000000,9.3432,31.45176,7.37349,7.99501,77.33236,10.08075,1053.03497,1.0,8.19931,29.95469,8.16486,7.57877,0.63647,6.10896,8.24233,7.38168
-76.70944,-11.94306,1349481600000000000,10.07934,54.85144,8.33475,20.65402,74.7315,7.98849,1051.93333,1.0,7.7447,36.47943,8.46546,9.02941,2.2152,8.0515,8.74946,6.43558
-76.70944,-11.94306,1349481600000000000,10.58811,58.96058,8.86823,10.36835,64.75036,8.9459,1119.46082,1.0,11.55384,49.72519,11.41722,8.70411,2.16191,8.27755,8.21707,7.94117
-76.70944,-11.94306,1349481600000000000,11.3513,55.05026,10.3507,-1.44374,70.45431,8.97938,1072.65875,0.0,8.80921,58.66741,5.5641,10.88456,1.10211,6.59266,8.09332,11.1906
-76.70944,-11.94306,1349481600000000000,9.91067,71.62305,7.0473,-2.05966,72.66065263144547,8.79024,1134.16643,1.0,10.45783,52.04425,9.51667,8.70449,0.32265,5.9787,7.28443,9.02938
-76.70944,-11.94306,1349481600000000000,10.89845,45.26327,7.13805,11.30913,75.68683,7.23028,1114.75593,0.0,10.36804,30.77028,8.59034,7.97167,0.95506,5.97364,7.60658,7.01869
-76.70944,-11.94306,1349481600000000000,11.05294,34.38914,6.22262,10.73858,73.76916,9.23944,1194.83425,1.0,11.16566,40.84045,8.53882,6.08653,0.8032,6.84351,8.68263,9.83368
-76.70944,-11.94306,1349481600000000000,10.58754,22.46754,6.94468,23.9008,70.85008,7.96826,1151.06298,0.0,5.35442,33.17505,6.41393,8.33972,0.67696,3.74562,9.79847,9.16281
-76.70944,-11.94306,1349481600000000000,9.37238,33.84061,8.72552,2.22825,64.27692,8.51346,1199.27137,1.0,3.67639,54.56157,10.30236,7.28359,0.88504,6.49509,9.08905,8.93919
-76.70944,-11.94306,1349481600000000000,11.67354,59.65784,4.61381,24.97265,59.92968,7.68163,1165.59408,0.0,8.42035,39.2641,9.19817,8.304,0.90017,4.19734,7.97018,9.3887
-76.70944,-11.94306,1349481600000000000,9.23137,77.41963,8.9384,2.98127,69.06302,8.24783,1096.19227,0.0,11.44226,47.1338,8.52508,9.07875,2.2461,8.11112,8.3281,7.26734
-76.70944,-11.94306,1349481600000000000,10.67157,52.55356,9.23435,14.95603,72.07369,8.33355,1185.96475,0.0,11.1914,51.76351,6.99234,8.78755,1.49433,7.28009,8.39843,7.53157
-76.70944,-11.94306,1349481600000000000,8.42573,36.57551,10.45566,8.00707,68.97305,8.16136,1123.91632,0.0,11.00344,45.53624,7.93871,6.61274,2.74198,8.49165,9.02286,7.72288
-76.70944,-11.94306,1349481600000000000,8.25551,59.5164,9.64117,23.0265,70.31266,8.41358,1197.5922,0.0,11.28048,35.62043,8.74709,8.93966,1.67856,7.59979,9.86644,8.45657
27.02444,39.59611,1350086400000000000,9.10173,44.07477,7.67766,8.513,75.76799,5.76832,1092.12059,1.0,9.57734,41.62184,8.63271,9.12046,1.0555,6.49435,5.87509,9.33858
27.02444,39.59611,1350086400000000000,9.36409,30.79729,8.17015,1.00354,69.41203,9.40242,1139.96873,0.0,11.11561,64.48661,8.88767,10.19397,1.14834,7.10812,9.50588,7.99918
27.02444,39.59611,1350086400000000000,9.8189,54.98908,8.54633,12.69428,89.36711,7.22496,1086.72777,1.0,9.14885,38.32469,11.04365,8.72726,2.63001,8.39271,7.92051,8.78035
27.02444,39.59611,1350086400000000000,6.64807,39.10419,10.74025,0.83336,78.10411,8.68349,1050.74704,0.0,8.6267,72.71262,8.74008,7.93029,1.59441,7.7454,8.49476,9.70219
27.02444,39.59611,1350086400000000000,9.82987,42.42102,7.15705,11.14038,68.71512,9.22341,1102.46536,1.0,7.9007,62.45615,8.72404,8.01436,1.04014,6.6898,10.8769,6.64264
27.02444,39.59611,1350086400000000000,10.57447,59.43157,8.9314,20.61675,65.64323,8.70737,1111.30645,0.0,5.73706,29.48839,7.49592,9.33733,1.17868,6.78129,8.80453,8.90611
27.02444,39.59611,1350086400000000000,10.31597,28.6501,6.84588,13.22326,78.64848,7.97874,1137.90975,0.0,8.92436,50.47385,9.06954,9.56338,1.05869,7.20892,7.36067,6.18263
4.25633,51.21187,1350259200000000000,11.56174,55.06687,9.81981,39.0569,69.0965,9.96643,1166.08879,0.0,6.78394,56.12243,5.79083,8.40881,0.86979,6.84825,8.19145,9.9175
4.25633,51.21187,1350259200000000000,9.02338,65.87031,9.23805,15.1656,85.49473,8.72016,1188.77337,1.0,3.23707,59.76061,10.52585,8.34646,1.32267,7.01826,8.22082,9.51985
4.25633,51.21187,1350259200000000000,10.46254,33.69946,9.80906,14.69846,71.24922,7.71787,1142.85337,0.0,6.13961,47.27844,7.42068,7.05877,1.92064,8.1336,8.05234,10.2043
4.25633,51.21187,1350259200000000000,9.76472,46.6121,6.8681,14.71042,71.02287,8.3688,1164.71601,1.0,9.50055,50.14923,9.37295,9.481,1.09195,6.84505,8.41071,9.69549
4.25633,51.21187,1350259200000000000,10.23676,59.48079,5.93702,17.93608,62.08541,6.8303,1187.53096,1.0,6.34652,55.46036,10.05785,8.01347,0.84025,5.49035,8.09008,8.42542
4.25633,51.21187,1350259200000000000,8.93929,52.90678,6.24676,7.27972,75.67129,9.69733,1171.70001,1.0,7.47894,40.66675,10.40976,9.93521,1.39269,7.63398,8.25594,7.00269
4.25633,51.21187,1350259200000000000,9.29208,54.58764,4.63754,29.12552,82.52585,7.63362,1194.15995,1.0,9.65885,53.14934,9.14846,8.88337,1.03018,5.5333,6.55503,6.32394
4.25633,51.21187,1350259200000000000,8.48308,51.01521,7.549535452240068,24.37297,65.98064,9.44528,1120.66258,1.0,10.62262,59.57528,7.55547,8.50013,0.65787,5.43632,7.79121,9.48874
48.26258,33.86419,1350691200000000000,10.79646,24.01674,6.81709,19.17889,67.44991,7.74827,1142.43683,1.0,5.43503,55.86907,11.20905,7.46083,2.61342,8.32197,8.32833,7.96858
48.26258,33.86419,1350691200000000000,10.07129,40.62277,4.67465,19.25961,64.46285,8.06282,1150.78224,0.0,7.7218,61.23154,11.36296,7.53423,0.54531,5.45849,7.27724,8.21109
48.26258,33.86419,1350691200000000000,8.66376,61.38454,9.16966,24.22387,73.28843,8.4863,1093.92153,0.0,6.95984,74.54193,6.69696,7.57477,0.97637,5.753,8.27782,9.24797
48.26258,33.86419,1350691200000000000,9.32863,35.70605,6.42457,20.24333,81.33623,7.23718,1092.76933,1.0,9.33882,52.23999,9.18273,7.74058,0.88471,6.10968,7.81493,9.88402
48.26258,33.86419,1350691200000000000,9.79068,51.25468,6.80412,12.95743,78.27576,9.33752,1103.40795,1.0,8.7718,58.40424,10.28983,10.04502,0.93288,7.44224,8.3429,9.84093
48.26258,33.86419,1350691200000000000,9.87921,55.81441,6.47191,15.93366,68.26886,8.42619,1104.22897,1.0,10.19962,69.7294,9.44229,7.74595,0.74348,5.94514,8.42944,9.48433
48.26258,33.86419,1350691200000000000,9.79561,59.37453,7.06857,21.1328,72.82496,7.11535,1107.26654,0.0,9.08799,45.37286,9.49907,9.06682,1.04181,6.68378,7.74806,8.23024
48.26258,33.86419,1350691200000000000,11.84914,30.1439,4.69905,18.37092,69.48173,8.59109,1113.03704,1.0,10.02821,39.11856,11.23578,7.238,1.72386,7.73264,8.30313,10.51802
48.26258,33.86419,1350691200000000000,9.00787,51.93621,9.48111,11.70237,74.45683,9.04321,1196.56685,0.0,7.22866,57.27966,7.36578,8.87638,1.29129,6.92566,7.36186,9.39015
48.26258,33.86419,1350691200000000000,11.82555,61.93591,4.92697,14.951157603550296,82.99136,7.03177,1052.94414,1.0,10.09883,53.35827,9.46689,6.3175,2.99601,8.59769,9.78894,11.14754
48.26258,33.86419,1350691200000000000,6.70724,54.73743,10.12975,20.11718,69.1972,9.29432,1144.08041,1.0,12.43026,40.82105,8.28886,8.67935,0.68707,4.95278,7.19058,7.37691
48.26258,33.86419,1350691200000000000,8.93823,82.48853,8.81061,8.44354,72.20865,9.2919,1145.57123,0.0,11.47492,34.21958,8.87235,7.28997,1.02757,7.09638,8.19709,7.25241
48.26258,33.86419,1350691200000000000,8.60412,57.42683,10.07829,10.48976,77.81346,8.86336,1136.83688,0.0,6.03504,67.96579,8.28146,8.021,1.52627,7.92239,8.68691,11.13404
48.26258,33.86419,1350691200000000000,9.12632,55.62457,9.56833,27.47837,73.90949,6.82553,1089.98195,0.0,11.59566,48.4532,8.20037,6.58586,1.48565,7.89209,7.69151,6.74053
48.26258,33.86419,1350691200000000000,9.20581,64.60072,7.18157,21.25248,72.8505,7.31123,1190.53097,1.0,7.04497,44.85028,9.27796,7.15383,0.71683,6.38512,7.9022,7.84452
48.26258,33.86419,1350691200000000000,10.92016,47.45649,8.20126,13.55151,76.97504,7.73483,1093.61236,1.0,5.96366,48.37111,9.42601,6.82153,1.28476,7.7738,9.49053,6.69893
48.26258,33.86419,1350691200000000000,9.72736,50.46953,6.55088,10.23888,62.88477,6.73408,1094.63372,0.0,9.06589,49.78572,9.92993,8.4416,1.12582,6.99492,8.38567,6.58307
48.26258,33.86419,1350691200000000000,8.95914,53.72395,5.53588,33.46461,74.17849,8.85931,1116.81278,0.0,8.76387,39.60977,11.13566,7.83491,1.16192,7.10542,8.65905,6.75512
48.26258,33.86419,1350691200000000000,11.89202,38.62858,7.11359,10.44478,70.06372,6.32931,1139.43853,1.0,10.11301,65.23374,10.61156,8.68538,0.89503,6.51687,8.79531,8.45748
48.26258,33.86419,1350691200000000000,9.72636,66.57292,9.49078,6.39703,72.97307,6.88177,1148.46278,1.0,11.59277,36.9847,9.65725,8.88932,1.29277,6.63861,8.18025,7.47498
48.26258,33.86419,1350691200000000000,7.40433,54.15227,8.31161,16.08584,64.3482,8.73686,1120.48916,1.0,9.74386,51.80934,8.90347,8.23679,0.78024,5.0178,7.03852,8.64812
92.48278,58.23583,1350777600000000000,8.87685,61.74728,10.37255,22.0682,76.36577,7.5964,1058.21822,0.0,11.71132,53.8752,7.23871,8.23746,1.4339,7.40961,8.785,7.28227
92.48278,58.23583,1350777600000000000,9.44067,64.8113,6.30748,25.98178,74.64705,7.49534,1130.02369,1.0,9.53294,53.7355,8.47303,8.03372,1.97161,8.08096,8.29002,10.904
92.48278,58.23583,1350777600000000000,6.78062,62.06728,9.2443,8.34448,65.95191,9.71557,1100.78736,1.0,9.80376,47.83987,10.69873,7.80468,0.9288,5.45722,6.80269,7.88972
92.48278,58.23583,1350777600000000000,8.98293,38.1991,10.20897,23.1808,66.19304,9.33334,1095.2349,0.0,12.64422,38.45289,7.45618,9.44587,2.59387,8.26748,9.10481,6.16078
92.48278,58.23583,1350777600000000000,11.16531,44.66346,7.7832,12.46591,78.71495,7.31081,1136.26454,0.0,4.90967,34.67021,5.91489,7.13801,1.13068,4.6335,7.74845,11.20538
92.48278,58.23583,1350777600000000000,8.6086,40.40473,9.18368,7.22435,65.26382,9.12501,1093.04365,0.0,8.45536,27.14243,5.36611,9.25515,0.89529,6.27669,8.38471,9.78522
92.48278,58.23583,1350777600000000000,9.4976,25.84969,6.57687,22.51494,78.79042,8.88024,1061.97163,0.0,10.90302,53.04938,10.14495,8.58004,1.23111,7.16427,9.61384,6.75057
92.48278,58.23583,1350777600000000000,11.50283,54.07845,6.78844,30.69632,74.49258,7.79856,1064.45078,1.0,7.8678,71.12042,9.05096,8.94164,1.64501,7.54173,10.64149,5.57268
92.48278,58.23583,1350777600000000000,10.73904,68.18131,9.55589,14.0591,77.65866,8.20282,1118.62012,0.0,10.01661,70.67683,6.61193,7.94261,0.90783,6.42484,8.83413,7.56292
92.48278,58.23583,1350777600000000000,10.2476,45.54382,6.92262,2.03336,66.58525,7.31821,1147.5841,0.0,4.34268,44.17569,6.34086,7.27862,0.6641,4.52017,8.78717,7.55929
92.48278,58.23583,1350777600000000000,9.24963,63.41834,7.36016,25.06803,73.34789,9.07869,1070.2101,1.0,6.99868,62.21463,8.92093,8.14302,1.0219,5.93124,10.2929,8.16447
92.48278,58.23583,1350777600000000000,10.28354,62.29838,5.31928,20.56668,67.06105,8.3382,1149.52365,1.0,9.46657,29.3939,9.93091,7.68391,2.46928,8.51318,8.60477,4.01082
92.48278,58.23583,1350777600000000000,9.83211,66.93547,7.20941,26.27222,66.04315,7.14835,1121.53735,1.0,10.2904,66.13175,9.45501,7.1941,1.12395,7.16825,7.79572,9.46831
92.48278,58.23583,1350777600000000000,10.2387,37.02386,8.15941,14.70147,71.54634,7.7337,1071.8371,1.0,10.46065,57.0386,10.3354,8.60287,0.71489,5.95332,9.18944,7.95481
92.48278,58.23583,1350777600000000000,12.00665,52.92147,9.17692,16.73074,71.6617,9.47769,1061.97771,0.0,6.9934,39.61633,6.39204,8.68757,0.72147,6.24928,9.97124,10.35147
92.48278,58.23583,1350777600000000000,9.05572,74.123,6.46197,14.951157603550296,85.07401,6.98294,1060.45146,1.0,8.17234,71.36037,9.88106,8.03393,1.63942,7.56846,8.08503,10.49022
92.48278,58.23583,1350777600000000000,10.41208,60.80465,5.53382,16.65627,68.27357,8.4236,1170.42491,0.0,8.44537,52.44766,10.23438,6.17861,1.12797,6.31883,9.44828,7.04501
92.48278,58.23583,1350777600000000000,9.73703,64.73348,9.37618,14.58361,66.48226,9.3809,1085.13513,0.0,8.336573990701606,49.55193,7.34573,9.36699,1.1161,7.01744,7.91252,10.29888
92.48278,58.23583,1350777600000000000,8.86721,23.06267,5.20249,32.23967,79.81538,9.9246,1181.86184,1.0,6.94111,46.33936,11.09064,8.1828,1.11182,6.51687,8.70984,7.23697
92.48278,58.23583,1350777600000000000,8.66375,35.86967,10.29537,8.28464,76.0103,7.57931,1079.75502,0.0,9.37487,37.11574,6.54054,9.31308,1.25699,7.15556,7.80841,10.34011
92.48278,58.23583,1350777600000000000,10.53287,28.09123,10.17719,8.5447,68.11567,8.8068,1094.40734,0.0,6.14921,62.42439,7.3137,8.2288,2.00993,8.02894,8.15961,9.57725
92.48278,58.23583,1350777600000000000,11.00967,52.73401,8.7152,13.17739,70.03992,8.2119,1186.18587,0.0,6.90542,44.65195,5.81692,7.60336,0.60637,5.91987,7.88362,7.59968
92.48278,58.23583,1350777600000000000,11.37785,40.55534,5.46004,-1.05584,58.07766,9.28049,1182.07634,1.0,7.60087,49.88227,9.84894,8.23463,1.03509,6.55348,9.51521,6.78801
92.48278,58.23583,1350777600000000000,9.98329,47.50997,9.26441,20.77271,66.04839,6.94199,1117.01503,0.0,8.12492,60.01954,6.25803,9.17311,0.65253,6.16807,7.58998,11.02026
92.48278,58.23583,1350777600000000000,8.74316,40.7768,6.40772,11.30016,76.13837,7.34407,1061.3844,1.0,9.71451,16.2306,9.03027,7.16465,0.95102,6.15996,8.09748,10.06788
92.48278,58.23583,1350777600000000000,8.43687,42.9825,6.18159,8.1125,64.72148,7.21513,1070.69352,1.0,8.29833,57.58192,9.43051,8.22729,1.1348,6.40171,8.76699,6.62499
92.48278,58.23583,1350777600000000000,10.13994,54.29054,5.52902,3.13265,68.92203,7.24678,1085.26938,1.0,8.89766,82.00514,10.1881,8.14194,1.61435,7.7348,6.71954,10.77675
92.48278,58.23583,1350777600000000000,8.61877,71.13493,9.99448,15.31538,84.65322,6.84421,1177.15025,0.0,5.97716,47.2877,8.33078,6.17425,2.86263,8.44174,9.24556,9.43286
92.48278,58.23583,1350777600000000000,9.58458,28.80137,9.93726,-2.17626,65.9277,8.6743,1195.18612,1.0,5.41089,60.45367,8.97804,8.76587,2.62031,8.28999,7.99521,7.79327
-120.93549,37.73604,1350950400000000000,10.77064,50.53694,10.47881,15.4623,78.74757,9.24543,1179.62265,0.0,6.88921,31.26398,7.07855,8.39999,1.91609,7.93506,8.15437,11.34308
-120.93549,37.73604,1350950400000000000,8.23929,62.64829,5.7884,19.93538,84.06523,8.41274,1118.97765,1.0,9.74828,62.07666,6.76594,7.45821,0.96061,5.9399,8.96557,11.09936
-120.93549,37.73604,1350950400000000000,11.01126,49.61231,6.20081,2.59365,64.25193,8.84472,1196.46584,1.0,9.49131,53.40717,10.8144,6.55862,1.30938,7.64714,7.04005,9.81226
-120.93549,37.73604,1350950400000000000,10.20806,43.32838,9.01761,8.98641,72.15745,7.24867,1088.73728,1.0,4.69286,50.442856387762006,9.25913,8.97857,0.99447,6.66435,10.06942,9.28054
-120.93549,37.73604,1350950400000000000,7.86443,55.09072,9.83161,3.44855,64.8606,7.77127,1075.3689,0.0,7.04152,24.73508,7.04344,9.48526,1.1945,6.84504,7.20746,8.82563
-120.93549,37.73604,1350950400000000000,10.6862,45.70857,11.14533,24.09452,74.41789,8.02428,1174.7762,0.0,10.20315,51.26548,6.30135,10.50419,2.06456,8.12918,7.5981,11.43427
-120.93549,37.73604,1350950400000000000,8.92516,54.63417,6.72327,16.78844,70.44408,8.74282,1082.7137,1.0,7.53552,25.38704,9.52115,8.46999,1.12101,6.6671,6.01901,7.45771
-120.93549,37.73604,1350950400000000000,8.98722,71.77745,5.91563,6.83644,76.44001,6.14769,1101.32822,1.0,7.98542,56.74501,8.75986,8.40798,1.09013,4.40496,9.65993,8.03255
-120.93549,37.73604,1350950400000000000,10.04945,61.93477,6.40016,4.98685,69.87567,7.74077,1160.67851,1.0,8.41763,43.23983,9.17194,8.87375,1.35071,7.20723,9.12023,7.27806
-120.93549,37.73604,1350950400000000000,10.54748,64.57222,7.3462,-2.97946,80.81782,8.26925,1084.03794,0.0,10.25036,18.78903,8.72322,7.57404,0.59767,6.49664,7.93339,6.17416
79.883,6.9909,1351209600000000000,9.10728,48.10821,7.67999,14.19497,71.53362,7.94133,1139.48693,1.0,6.23869,56.02718,9.30028,8.42449,0.71888,6.09525,8.97789,7.46787
79.883,6.9909,1351209600000000000,8.85334,39.60489,8.97389,29.89737,71.64328,8.75395,1158.78759,0.0,7.01782,53.31169,5.63553,9.79072,0.77181,6.34174,6.27591,9.4168
79.883,6.9909,1351209600000000000,8.98761,36.72438,8.73541,26.30492,67.15819,9.89688,1151.99501,1.0,12.14422,52.39327,8.27793,7.81209,0.68328,4.15027,9.6294,7.45079
79.883,6.9909,1351209600000000000,10.54216,56.31401,7.36308,31.60569,64.34904,8.320426627218934,1063.89448,1.0,5.56734,64.70413,9.95002,6.72514,1.1646,6.70618,7.54207,7.73579
79.883,6.9909,1351209600000000000,12.08091,48.19756,7.05552,8.62117,73.82026,8.43316,1109.32709,0.0,6.18875,31.85588,5.65734,7.64815,0.76609,4.27633,9.06525,9.80597
79.883,6.9909,1351209600000000000,10.07628,61.46321,7.80787,16.57074,75.16152,8.46948,1185.08437,1.0,8.26396,64.43486,8.49388,8.70102,2.09514,7.96086,8.47691,5.37235
79.883,6.9909,1351209600000000000,11.58318,58.1473,10.76812,19.36838,69.74559,7.66901,1190.98178,0.0,9.58456,39.59805,5.73447,9.5448,2.63101,8.42609,6.83366,9.90556
79.883,6.9909,1351209600000000000,11.05902,63.24503,9.41945,16.06395,61.65798,6.80457,1185.75833,1.0,8.61694,38.03751,11.26317,7.42024,1.26182,7.37585,7.60773,7.42159
79.883,6.9909,1351209600000000000,10.66094,69.33171,5.56723,18.40759,79.98973,6.65022,1111.6675,1.0,8.85379,50.99723,9.61821,9.43958,2.71123,8.63776,6.71091,11.12146
79.883,6.9909,1351209600000000000,9.56782,46.49543,9.99856,11.73367,71.43103,7.35362,1052.597,0.0,6.43642,54.65874,7.21651,6.6489,2.31454,8.08387,7.61346,8.18568
79.883,6.9909,1351209600000000000,11.21103,59.79596,5.15516,6.07245,78.11617,7.69485,1147.989,1.0,9.57641,46.04472,10.31459,10.56748,1.82049246830093,6.99063,8.58688,10.33556
79.883,6.9909,1351209600000000000,10.09488,21.89104,7.72791,13.57512,82.52747,8.23997,1127.92356,1.0,12.36015,41.81665,8.22872,8.76612,0.50728,4.72622,7.81412,8.09013
79.883,6.9909,1351209600000000000,9.4037,61.29619,5.3558,3.31563,62.80942,8.15692,1057.6971,1.0,8.13288,49.96659,10.91754,8.31637,2.63756,8.33026,7.20415,4.09434
79.883,6.9909,1351209600000000000,10.37752,43.81965,7.32571,22.28502,71.19905,9.88411,1121.48458,1.0,8.88407,75.23347,10.55838,8.63889,0.75215,7.07015,8.63661,9.09076
79.883,6.9909,1351209600000000000,7.83501,56.0101,8.69639,13.8137,72.5088,7.92823,1107.38492,1.0,9.2868,36.32101,8.18835,8.60907,0.72247,5.10081,7.25444,8.51663
79.883,6.9909,1351209600000000000,9.90146,60.81364,8.4255,31.96646,75.96802,7.20298,1160.50773,0.0,4.90863,26.69252,7.92571,9.5562,0.90066,6.05595,8.06746,8.51979
79.883,6.9909,1351209600000000000,8.49152,37.32726,6.95907,4.86592,71.93365,8.81643,1075.12233,1.0,11.47732,62.43469,6.39937,8.8646,0.64745,4.82595,9.22659,8.312937315300085
79.883,6.9909,1351209600000000000,10.10554,37.42378,6.56661,22.55618,70.45377,7.26993,1168.43063,1.0,7.41284,52.82871,8.10123,7.73589,0.67238,3.86181,8.49326,7.97935
79.883,6.9909,1351209600000000000,10.28012,42.16907,8.59718,11.58351,83.11898,9.14837,1095.98352,1.0,3.93601,41.92434,9.60284,8.35059,0.90125,5.6524,9.53667,10.60835
79.883,6.9909,1351209600000000000,10.05644,50.12060221386306,6.86065,18.93396,73.19348,7.84053,1172.43441,1.0,8.2729,54.36457,9.03726,8.50209,0.90696,7.45865,8.25629,6.13825
85.83636,25.66795,1351641600000000000,9.07796,51.8592,7.08703,18.0653,69.15839,8.43441,1086.43725,1.0,7.07891,52.49016,9.98505,6.65476,1.42148,7.67843,8.7289,7.19288
85.83636,25.66795,1351641600000000000,10.88005,49.12495,8.46305,28.80595,70.09768,7.66725,1173.15323,1.0,4.36362,46.8787,10.64164,7.21299,2.35193,8.45063,9.4334,8.03242
85.83636,25.66795,1351641600000000000,10.06957,52.90048,6.75987,21.77201,59.37471,8.62195,1179.41522,1.0,9.06982,51.60482,8.39442,9.98593,1.38476,7.10065,7.02752,5.09222
85.83636,25.66795,1351641600000000000,8.66622,42.45893,8.59252,21.45926,62.59637,6.9321,1089.76766,0.0,11.85667,43.58155,9.26759,8.31499,2.70792,8.39681,6.32908,5.26576
85.83636,25.66795,1351641600000000000,9.78065,47.01219,7.42842,6.09747,72.65081,8.38078,1185.89743,0.0,8.10299,66.94184,8.51236,7.95335,1.2565,7.00532,8.08356,6.29385
85.83636,25.66795,1351641600000000000,9.77987,61.90454,5.83735,-7.04359,72.58998,8.29137,1051.9572,0.0,9.74673,57.55559,10.48392,7.80138,1.09802,7.28846,8.83626,6.36967
85.83636,25.66795,1351641600000000000,8.09919,51.58712,5.02865,10.74949,73.81812,8.54875,1076.36872,1.0,9.23443,49.01851,9.06433,6.85156,1.03047,4.84775,6.68205,7.54449
85.83636,25.66795,1351641600000000000,10.96194,40.07041,4.54992,16.73156,73.01324,7.53781,1083.53571,0.0,7.96339,45.21625,10.30224,9.38936,0.7549,5.84899,7.28235,7.17071
85.83636,25.66795,1351641600000000000,9.1537,35.20172,6.67715,25.39813,69.70231,9.09587,1122.82006,1.0,8.26707,75.42284,8.8046,8.33069,1.20024,6.2521,8.29854,6.01372
85.83636,25.66795,1351641600000000000,10.92669,59.03606,7.47308,-1.0591,74.33513,8.76311,1094.79199,1.0,8.01312,60.35487,8.55924,8.01169,1.3243,7.63734,10.47446,5.57735
85.83636,25.66795,1351641600000000000,8.94835,46.06955,10.45503,11.44791,61.53649,7.40422,1051.36031,0.0,11.58771,43.38133,8.17402,7.52084,1.37188,7.62495,7.5237,7.21228
85.83636,25.66795,1351641600000000000,9.38905,67.08422,10.12231,15.21956,84.98067,9.04043,1064.82223,0.0,11.57469,49.52166,7.66001,7.7214,1.5504,7.67653,8.32203,6.76318
85.83636,25.66795,1351641600000000000,9.4186,58.08915,9.45812,21.46006,64.0762,9.65915,1128.27687,1.0,5.94912,57.29785,8.42821,8.32366,0.88571,7.02217,7.12238,8.43665
85.83636,25.66795,1351641600000000000,9.23758,34.2042,9.40921,15.6503,77.76598,7.75976,1181.50422,0.0,9.71663,66.3977,8.0571,7.58585,1.34475,7.10569,8.17608,9.17638
85.83636,25.66795,1351641600000000000,10.56294,54.36052,9.41573,12.49852,77.39889,9.2364,1079.0192,0.0,5.49952,47.43845,5.65677,7.03793,0.95832,6.50436,8.17578,8.8399
85.83636,25.66795,1351641600000000000,8.7275,51.64022,7.38436,17.39398,69.4666,8.13904,1178.02605,0.0,9.42207,31.03636,10.0832,8.83378,1.53658,7.78553,9.74862,7.32118
85.83636,25.66795,1351641600000000000,9.97289,57.61829,7.20164,17.78591,81.17568,10.38511,1052.46087,1.0,8.30117,47.4904,10.26918,10.53488,1.6527,7.60048,8.95684,9.63142
8.63333,52.2,1351641600000000000,8.79465,60.81401,9.10332,27.7791,73.2819,6.47811,1104.07806,0.0,11.70974,24.26244,8.459,8.0608,1.84568,8.10565,8.19589,6.11856
8.63333,52.2,1351641600000000000,7.90129,57.33444,8.59502,17.89488,70.67863,8.35166,1174.61935,1.0,9.37018,55.23961,7.97452,8.54085,1.29318,6.92916,8.48843,9.36275
